filename,baseColour,articleType,season,gender
51523.jpg,0,25,3,0
10725.jpg,3,9,3,2
15934.jpg,2,1,0,0
14356.jpg,4,10,3,2
11256.jpg,0,23,2,0
18941.jpg,1,23,0,0
14511.jpg,1,16,0,0
5213.jpg,0,23,1,0
48969.jpg,4,13,2,0
36396.jpg,5,18,2,0
4644.jpg,8,19,2,2
15777.jpg,7,3,2,0
1785.jpg,8,19,0,0
30256.jpg,0,8,3,0
15516.jpg,1,7,0,0
46251.jpg,9,13,2,2
59628.jpg,7,13,0,2
47354.jpg,3,9,0,2
11093.jpg,8,13,0,2
38428.jpg,2,13,0,2
30079.jpg,0,25,3,0
22592.jpg,7,13,0,0
59373.jpg,2,12,2,2
25947.jpg,2,13,2,2
24536.jpg,0,13,0,2
6566.jpg,3,17,2,0
32580.jpg,1,13,2,2
4186.jpg,1,23,2,2
16848.jpg,2,20,3,2
47357.jpg,6,13,2,2
39846.jpg,3,21,2,2
43863.jpg,4,13,2,2
53404.jpg,1,12,0,2
32230.jpg,9,12,2,2
12147.jpg,3,13,0,2
53226.jpg,9,16,2,0
3812.jpg,0,4,1,0
25047.jpg,1,13,3,0
55426.jpg,7,13,1,2
4563.jpg,8,19,2,2
17178.jpg,7,16,0,0
25053.jpg,2,13,3,0
28052.jpg,1,3,2,0
32385.jpg,1,23,2,2
19735.jpg,8,16,0,2
23521.jpg,0,25,3,0
16362.jpg,1,16,0,0
23105.jpg,0,13,0,0
50287.jpg,0,13,2,0
56656.jpg,0,4,2,0
39375.jpg,4,25,3,2
3168.jpg,8,19,0,0
24104.jpg,0,7,0,0
35886.jpg,8,23,2,0
13134.jpg,7,15,1,0
51525.jpg,0,25,3,0
39368.jpg,0,25,3,0
43673.jpg,1,13,2,2
56605.jpg,0,13,1,2
12713.jpg,0,19,0,2
18685.jpg,0,3,2,0
47644.jpg,2,4,1,0
28034.jpg,0,3,2,0
45124.jpg,0,25,2,0
31710.jpg,4,13,3,2
12392.jpg,1,18,2,0
27194.jpg,9,10,3,2
15310.jpg,0,19,0,0
54838.jpg,2,13,2,2
20582.jpg,8,24,3,2
29104.jpg,7,0,2,1
24501.jpg,2,1,0,0
13310.jpg,8,5,0,2
51717.jpg,0,20,3,1
32004.jpg,2,18,2,0
49555.jpg,2,9,2,2
7524.jpg,0,23,2,0
18322.jpg,0,16,0,0
56971.jpg,8,10,3,2
17874.jpg,8,13,2,0
11536.jpg,7,12,2,2
35061.jpg,2,1,2,0
6574.jpg,8,17,2,0
17709.jpg,3,4,0,1
51607.jpg,0,22,0,2
41961.jpg,1,11,2,0
37289.jpg,4,25,2,2
12090.jpg,8,12,0,2
20340.jpg,0,23,2,0
43055.jpg,8,23,2,0
34913.jpg,0,13,2,2
28325.jpg,2,15,3,0
17541.jpg,3,16,0,0
12043.jpg,8,16,0,0
44532.jpg,0,15,2,0
39297.jpg,0,15,3,0
42056.jpg,8,24,2,2
18775.jpg,6,13,2,0
6231.jpg,1,23,2,0
36801.jpg,0,25,3,0
52998.jpg,1,13,0,2
20939.jpg,1,0,3,0
14061.jpg,6,23,0,0
11921.jpg,2,8,3,0
55888.jpg,1,13,1,2
55457.jpg,7,13,1,2
41756.jpg,7,21,2,2
51180.jpg,2,18,2,0
19734.jpg,0,16,2,2
18345.jpg,8,18,0,0
29007.jpg,0,0,2,0
40176.jpg,0,20,3,0
3520.jpg,0,23,2,0
56614.jpg,5,13,1,2
53682.jpg,2,9,2,2
18747.jpg,6,21,0,2
50821.jpg,2,24,2,0
34881.jpg,5,9,2,2
34976.jpg,8,13,2,2
54697.jpg,0,12,2,2
46164.jpg,2,13,3,2
26531.jpg,3,4,2,0
26915.jpg,0,21,2,2
15615.jpg,7,23,0,0
13712.jpg,0,23,0,0
23047.jpg,0,13,0,2
3096.jpg,8,23,2,0
26817.jpg,1,22,2,0
14977.jpg,0,1,0,0
54542.jpg,8,19,0,0
39817.jpg,2,15,2,0
27966.jpg,8,13,2,0
48573.jpg,0,13,2,2
10691.jpg,3,23,0,0
48805.jpg,4,13,2,2
11805.jpg,3,12,0,2
17619.jpg,8,13,0,2
39885.jpg,1,0,2,1
21183.jpg,1,7,0,2
33555.jpg,1,23,2,2
34366.jpg,0,23,2,0
6587.jpg,0,23,3,0
44978.jpg,0,25,3,2
4887.jpg,7,21,2,2
13836.jpg,1,17,0,0
16389.jpg,7,16,0,0
20389.jpg,2,9,3,2
23638.jpg,3,23,2,0
52890.jpg,7,13,0,2
11429.jpg,0,21,0,2
59623.jpg,9,13,0,2
9164.jpg,1,11,0,0
53836.jpg,8,12,0,2
4006.jpg,0,7,2,0
53449.jpg,8,7,2,2
31827.jpg,0,25,3,0
4763.jpg,1,23,2,0
41672.jpg,4,10,3,2
12727.jpg,3,23,0,0
41391.jpg,2,16,2,0
17637.jpg,0,13,0,1
26796.jpg,1,16,2,0
6755.jpg,8,19,2,0
25012.jpg,5,21,2,2
42003.jpg,0,13,2,2
19985.jpg,1,23,0,0
38194.jpg,0,20,3,0
28123.jpg,0,3,2,0
37961.jpg,8,10,0,2
7625.jpg,2,1,2,0
46783.jpg,7,14,1,2
46441.jpg,4,25,3,0
10809.jpg,0,16,0,0
57366.jpg,7,3,3,2
34002.jpg,8,16,2,2
31979.jpg,0,19,2,0
19177.jpg,1,16,0,0
52635.jpg,0,9,2,2
31322.jpg,1,12,2,2
37770.jpg,3,16,2,0
11737.jpg,3,23,0,0
40548.jpg,8,25,3,2
53627.jpg,8,13,3,0
52496.jpg,1,13,3,2
43629.jpg,0,16,2,2
53539.jpg,7,3,3,2
47632.jpg,7,4,1,2
12639.jpg,8,23,0,0
4876.jpg,8,23,2,0
50554.jpg,0,13,2,0
46951.jpg,9,14,1,2
57983.jpg,0,21,0,2
51627.jpg,8,25,3,2
33367.jpg,0,13,2,2
27476.jpg,0,2,3,2
57371.jpg,5,3,3,2
35554.jpg,7,15,2,2
14117.jpg,1,11,0,2
57661.jpg,4,13,1,2
26415.jpg,6,16,2,0
45972.jpg,7,21,2,2
34323.jpg,7,23,2,0
56067.jpg,7,13,1,2
4127.jpg,3,4,2,0
25304.jpg,2,24,3,2
7291.jpg,2,23,0,0
12425.jpg,2,4,0,0
57870.jpg,8,13,1,2
8776.jpg,3,16,0,0
27491.jpg,7,3,3,2
40426.jpg,5,21,2,2
9922.jpg,8,9,0,2
38633.jpg,1,23,2,0
24735.jpg,8,16,0,2
15075.jpg,2,16,0,0
10406.jpg,0,5,0,2
17051.jpg,2,15,1,0
4373.jpg,0,23,2,0
19267.jpg,4,25,3,0
58860.jpg,4,13,2,0
31308.jpg,0,12,2,2
47539.jpg,8,6,3,2
45641.jpg,0,3,2,0
32480.jpg,2,23,2,0
6986.jpg,7,23,2,2
38240.jpg,0,20,3,1
57709.jpg,7,13,1,2
40271.jpg,8,23,2,0
18929.jpg,7,23,0,0
14335.jpg,0,4,0,0
33974.jpg,0,16,2,2
29171.jpg,1,13,2,2
57082.jpg,1,13,2,2
8364.jpg,1,23,0,2
19426.jpg,0,16,2,0
45993.jpg,7,13,2,2
31219.jpg,8,4,2,2
4972.jpg,3,16,2,0
8252.jpg,2,9,3,2
45947.jpg,1,21,2,2
58278.jpg,2,9,0,2
44648.jpg,0,21,2,2
46383.jpg,0,13,2,0
40387.jpg,9,21,2,2
44500.jpg,8,4,0,0
39579.jpg,5,10,3,2
56184.jpg,5,13,1,2
27771.jpg,2,24,3,0
19796.jpg,0,23,0,0
15406.jpg,8,19,0,0
33637.jpg,8,13,3,0
17134.jpg,3,9,3,2
1847.jpg,1,23,2,0
34350.jpg,6,23,2,0
31238.jpg,3,23,2,0
48100.jpg,5,21,2,2
55164.jpg,8,13,1,2
38411.jpg,0,1,2,2
15945.jpg,2,24,0,0
29211.jpg,1,18,2,2
39363.jpg,0,25,3,0
35198.jpg,1,0,1,1
10788.jpg,8,16,0,0
16956.jpg,2,20,3,0
57881.jpg,3,13,1,2
16824.jpg,6,23,0,2
7842.jpg,0,19,0,2
32251.jpg,6,13,2,2
53395.jpg,8,12,0,2
11334.jpg,1,11,0,0
35306.jpg,4,13,3,2
31680.jpg,0,23,2,0
7602.jpg,0,19,2,2
26684.jpg,0,4,2,0
31294.jpg,7,23,2,0
37312.jpg,4,25,3,0
28572.jpg,0,23,2,2
10593.jpg,6,25,3,2
26486.jpg,1,23,2,0
48423.jpg,8,23,2,0
46552.jpg,8,25,3,0
43688.jpg,7,21,2,2
25833.jpg,7,12,2,2
25636.jpg,0,25,3,2
28623.jpg,0,23,2,0
20063.jpg,0,13,0,2
4189.jpg,7,23,2,0
13906.jpg,0,19,0,2
6779.jpg,3,16,2,0
57373.jpg,0,3,3,2
31918.jpg,1,13,2,2
55465.jpg,7,13,1,2
34878.jpg,1,9,2,2
21838.jpg,9,23,0,0
28270.jpg,7,13,1,0
8639.jpg,0,20,3,2
25444.jpg,0,4,2,0
8427.jpg,1,13,0,1
54579.jpg,3,12,2,2
5120.jpg,1,23,2,2
29881.jpg,0,20,3,0
40265.jpg,6,23,2,0
3262.jpg,8,23,2,0
11804.jpg,7,12,0,2
6709.jpg,8,4,0,1
12108.jpg,1,13,0,2
42984.jpg,8,19,2,0
51056.jpg,7,3,0,2
54478.jpg,0,3,2,0
40274.jpg,2,22,2,0
21527.jpg,8,9,3,2
54157.jpg,0,13,0,2
47336.jpg,3,9,2,2
13627.jpg,1,13,2,0
22981.jpg,8,19,0,0
21497.jpg,0,9,3,2
47168.jpg,0,19,2,2
5104.jpg,2,15,2,0
53410.jpg,1,12,0,2
57262.jpg,7,9,2,2
12892.jpg,0,4,0,0
36738.jpg,8,23,2,2
24098.jpg,0,15,2,0
22261.jpg,5,10,3,2
46950.jpg,7,14,1,2
57361.jpg,7,2,3,2
47071.jpg,5,13,2,2
56882.jpg,7,10,3,2
9096.jpg,1,4,0,1
28761.jpg,2,12,2,2
41686.jpg,0,6,3,2
13329.jpg,8,16,0,0
3060.jpg,2,23,2,0
17639.jpg,0,13,0,2
10224.jpg,2,9,3,2
43370.jpg,0,7,2,2
38971.jpg,0,23,2,0
19086.jpg,3,12,0,2
28992.jpg,1,23,2,0
34083.jpg,2,15,0,0
40606.jpg,6,12,2,2
6477.jpg,8,13,2,0
13180.jpg,4,19,0,0
27279.jpg,1,12,0,2
37477.jpg,0,25,3,0
6626.jpg,1,19,2,0
49610.jpg,1,10,3,2
6170.jpg,6,23,2,0
37623.jpg,1,23,2,0
41316.jpg,6,13,2,2
58012.jpg,3,21,0,2
19391.jpg,1,23,0,0
29581.jpg,9,23,2,0
53106.jpg,4,13,3,2
8750.jpg,0,16,0,0
18366.jpg,8,3,2,0
7241.jpg,2,8,0,0
25613.jpg,7,25,3,2
32239.jpg,7,12,2,2
59931.jpg,8,12,2,2
17306.jpg,2,20,3,0
4013.jpg,2,13,2,1
11981.jpg,0,19,0,0
8485.jpg,0,5,0,2
11000.jpg,0,25,3,0
3136.jpg,0,6,3,2
33060.jpg,3,16,2,0
44249.jpg,7,9,2,2
6768.jpg,3,16,2,0
17774.jpg,0,1,0,0
56525.jpg,6,13,1,2
1614.jpg,8,23,0,0
33069.jpg,1,23,2,0
45619.jpg,7,4,2,0
1918.jpg,1,0,0,1
42426.jpg,1,12,2,2
53150.jpg,3,10,3,2
50669.jpg,5,13,2,0
22845.jpg,3,4,2,0
13956.jpg,8,21,2,2
2966.jpg,1,4,0,0
2842.jpg,0,23,2,0
45639.jpg,8,3,2,0
8625.jpg,0,20,3,1
10093.jpg,8,19,0,0
55559.jpg,0,13,1,2
20956.jpg,7,7,0,1
14743.jpg,6,16,0,0
4209.jpg,3,23,2,0
47131.jpg,8,9,2,2
6446.jpg,0,4,2,0
10746.jpg,6,7,3,1
48333.jpg,4,13,0,2
40062.jpg,9,13,2,1
26825.jpg,2,22,2,0
16954.jpg,0,20,3,0
30410.jpg,1,11,2,0
6005.jpg,7,16,2,0
53943.jpg,2,9,2,2
20552.jpg,0,1,3,2
32288.jpg,8,25,3,0
5110.jpg,8,21,2,2
55036.jpg,2,13,1,2
16470.jpg,1,16,0,0
15854.jpg,6,15,0,2
18975.jpg,7,23,2,0
39813.jpg,2,15,2,0
18427.jpg,0,0,0,1
43182.jpg,0,25,3,0
16457.jpg,7,16,0,0
58874.jpg,1,13,2,0
2578.jpg,8,13,2,2
28065.jpg,0,3,2,0
23548.jpg,7,14,1,0
23030.jpg,8,16,0,0
22730.jpg,0,19,0,0
15754.jpg,0,13,2,0
32401.jpg,8,21,2,2
20261.jpg,8,23,0,0
5546.jpg,9,23,2,0
39988.jpg,8,4,3,0
27341.jpg,6,14,1,2
46831.jpg,7,16,2,0
4109.jpg,1,15,2,0
6512.jpg,3,23,2,0
21944.jpg,7,9,3,2
7756.jpg,0,23,0,0
33417.jpg,2,24,2,2
18314.jpg,7,16,2,0
32549.jpg,0,13,1,0
28402.jpg,2,20,3,2
10145.jpg,2,8,0,0
17805.jpg,1,23,0,0
3876.jpg,0,23,2,0
7516.jpg,7,23,2,2
58619.jpg,4,13,3,2
12529.jpg,0,7,0,1
39259.jpg,5,4,3,0
25049.jpg,0,13,3,0
6609.jpg,8,21,2,0
45146.jpg,4,25,3,0
29291.jpg,3,16,2,0
28134.jpg,0,3,2,0
57855.jpg,5,10,2,2
18649.jpg,0,7,0,0
8189.jpg,1,16,2,0
13411.jpg,7,16,2,0
47643.jpg,2,4,3,0
37431.jpg,0,9,2,2
32405.jpg,1,22,0,2
52805.jpg,2,24,2,0
14317.jpg,8,23,0,0
11159.jpg,1,13,0,0
26733.jpg,4,13,1,0
48564.jpg,4,13,2,0
35026.jpg,7,13,2,2
20162.jpg,2,16,0,0
41276.jpg,0,24,2,0
9077.jpg,7,13,0,2
8856.jpg,6,16,0,0
49549.jpg,3,13,2,2
3837.jpg,2,15,2,0
46299.jpg,8,14,1,2
29670.jpg,0,16,2,0
16406.jpg,7,16,0,0
9406.jpg,0,23,0,0
57649.jpg,1,13,1,2
33705.jpg,0,8,3,0
58919.jpg,6,13,2,0
9560.jpg,8,23,2,0
22391.jpg,7,23,0,1
43348.jpg,8,19,2,0
14512.jpg,1,16,0,0
45237.jpg,0,25,3,0
48145.jpg,2,24,3,2
58325.jpg,1,7,2,2
58838.jpg,0,13,2,0
9460.jpg,8,16,0,0
46588.jpg,4,10,3,2
57441.jpg,8,23,2,2
51549.jpg,0,25,3,2
6150.jpg,4,19,2,1
14045.jpg,7,16,3,0
22319.jpg,8,21,0,2
54536.jpg,0,19,0,0
47572.jpg,2,10,3,2
21638.jpg,5,2,0,2
54665.jpg,0,25,3,0
50666.jpg,0,13,2,0
42072.jpg,0,24,2,1
4343.jpg,7,4,2,0
41563.jpg,0,5,2,2
24327.jpg,0,0,0,1
23077.jpg,8,16,0,0
9801.jpg,6,21,0,2
28912.jpg,0,13,2,0
52354.jpg,9,13,3,2
33952.jpg,5,23,2,0
44907.jpg,0,23,2,0
8588.jpg,1,16,0,0
42414.jpg,5,3,2,0
58117.jpg,4,13,0,2
55087.jpg,8,13,1,2
42040.jpg,8,19,1,0
55381.jpg,7,13,1,2
31097.jpg,1,16,2,0
15157.jpg,9,23,0,0
37857.jpg,1,9,2,2
42809.jpg,3,3,2,2
25477.jpg,0,19,2,0
43740.jpg,4,13,2,2
22887.jpg,3,15,2,0
4181.jpg,2,8,2,0
34592.jpg,0,5,2,2
27767.jpg,0,24,3,0
15629.jpg,1,13,0,0
38616.jpg,8,23,2,0
29796.jpg,0,16,2,0
10166.jpg,7,7,0,0
9567.jpg,1,16,0,0
4884.jpg,6,21,2,2
45219.jpg,8,25,3,2
19666.jpg,0,21,2,2
32235.jpg,1,12,2,2
48439.jpg,8,23,2,0
8348.jpg,2,23,0,0
56914.jpg,0,10,3,2
50653.jpg,1,13,3,0
29896.jpg,0,20,3,2
12395.jpg,1,18,2,0
58659.jpg,7,12,0,2
19016.jpg,0,23,2,2
32868.jpg,7,0,1,1
38421.jpg,0,1,2,2
20840.jpg,3,15,0,0
22033.jpg,3,12,0,2
53680.jpg,2,9,2,2
46680.jpg,3,14,1,2
22582.jpg,1,23,0,0
57930.jpg,8,23,2,0
37677.jpg,2,0,2,1
42647.jpg,6,12,2,2
2041.jpg,0,23,0,0
52066.jpg,1,23,2,0
6409.jpg,8,4,2,2
48610.jpg,4,13,2,2
51731.jpg,0,20,3,2
3963.jpg,0,21,2,2
8381.jpg,6,23,0,2
5724.jpg,0,15,2,1
18319.jpg,7,16,2,0
13300.jpg,2,17,0,0
52317.jpg,3,13,3,2
19671.jpg,3,23,2,2
25250.jpg,2,9,2,2
27009.jpg,1,13,2,2
28118.jpg,0,3,2,0
47671.jpg,8,13,2,2
58669.jpg,8,12,2,2
10652.jpg,1,13,0,2
26946.jpg,6,23,2,2
1783.jpg,0,15,1,0
41144.jpg,7,21,2,2
36462.jpg,8,19,1,0
20864.jpg,1,15,3,1
6208.jpg,3,23,2,0
15970.jpg,1,16,0,0
56904.jpg,1,10,3,2
38644.jpg,0,23,2,0
28049.jpg,0,3,2,0
13599.jpg,7,13,2,0
8390.jpg,1,23,0,0
54571.jpg,3,12,2,2
7496.jpg,1,23,2,2
33207.jpg,9,13,2,2
7924.jpg,7,23,0,0
10713.jpg,1,13,3,2
8270.jpg,0,23,0,0
55430.jpg,5,13,1,2
5098.jpg,7,23,2,0
36453.jpg,0,19,2,0
44642.jpg,7,21,2,2
16746.jpg,8,13,3,2
17786.jpg,0,18,2,0
13249.jpg,2,22,0,0
48452.jpg,7,23,2,0
17504.jpg,0,23,0,0
57334.jpg,0,2,3,2
26389.jpg,6,16,2,0
6546.jpg,0,0,2,1
13110.jpg,1,17,0,0
16176.jpg,0,8,0,0
8030.jpg,0,13,0,0
4261.jpg,8,23,2,0
40395.jpg,8,21,2,2
27472.jpg,0,2,2,2
32190.jpg,7,19,2,2
7104.jpg,0,0,3,1
22339.jpg,0,23,0,0
56405.jpg,0,6,3,2
56705.jpg,0,12,0,2
26543.jpg,0,15,0,0
30545.jpg,8,18,2,1
42831.jpg,0,13,2,1
8298.jpg,0,7,0,0
45406.jpg,0,6,2,2
29556.jpg,0,4,0,1
54981.jpg,8,16,2,2
35430.jpg,1,19,2,0
35958.jpg,0,13,2,2
41265.jpg,2,24,2,0
39025.jpg,8,25,3,2
58897.jpg,0,13,2,0
8965.jpg,8,19,0,2
16363.jpg,1,16,0,0
4699.jpg,0,25,3,1
36286.jpg,0,13,2,2
58573.jpg,0,23,2,2
53389.jpg,9,12,2,2
32167.jpg,1,18,2,2
38343.jpg,8,21,2,2
47588.jpg,2,6,3,2
6289.jpg,2,23,2,0
12390.jpg,1,13,0,0
7852.jpg,0,0,2,1
58466.jpg,0,1,2,0
31337.jpg,1,11,2,0
29173.jpg,3,13,2,2
13686.jpg,9,7,0,2
51772.jpg,0,24,2,0
2701.jpg,9,21,2,2
25136.jpg,4,13,3,2
50904.jpg,3,13,0,2
57931.jpg,0,23,2,0
28418.jpg,0,20,3,0
36372.jpg,2,18,2,0
11091.jpg,7,16,0,0
55832.jpg,6,13,2,2
51614.jpg,8,13,0,2
33461.jpg,0,1,2,2
13052.jpg,0,25,3,0
19584.jpg,0,23,0,0
58848.jpg,1,13,2,0
24914.jpg,3,23,2,0
33540.jpg,7,21,2,2
10644.jpg,1,23,0,0
28240.jpg,1,13,1,0
42832.jpg,2,9,2,2
49301.jpg,0,18,2,0
24717.jpg,0,4,0,0
33870.jpg,0,25,3,0
15965.jpg,0,13,0,0
26851.jpg,0,14,1,0
39276.jpg,2,4,2,0
29950.jpg,0,25,3,0
26281.jpg,0,23,2,0
14518.jpg,0,16,0,0
3734.jpg,6,23,2,0
30733.jpg,8,13,2,0
36134.jpg,2,7,2,2
25721.jpg,2,1,2,0
14982.jpg,1,1,0,0
13576.jpg,8,13,2,0
49817.jpg,2,7,3,2
26532.jpg,2,4,2,0
45765.jpg,2,13,1,0
9884.jpg,8,23,0,0
50284.jpg,0,13,2,0
13564.jpg,0,13,2,0
2375.jpg,0,8,3,0
10134.jpg,4,25,3,2
2604.jpg,7,23,0,2
31641.jpg,8,16,2,0
19770.jpg,0,15,1,0
39190.jpg,1,6,3,2
26806.jpg,0,22,2,0
49760.jpg,3,13,2,2
10274.jpg,0,8,0,0
11957.jpg,2,4,2,0
35651.jpg,2,8,2,0
22707.jpg,8,19,0,0
35570.jpg,0,4,2,0
16438.jpg,1,23,0,0
2542.jpg,0,7,2,0
44398.jpg,0,4,2,0
39854.jpg,8,23,2,0
30274.jpg,0,20,2,0
42661.jpg,8,12,2,2
51460.jpg,8,21,2,2
35201.jpg,1,0,2,1
55439.jpg,7,13,1,2
27422.jpg,7,13,3,2
53159.jpg,8,16,2,0
22795.jpg,8,23,0,0
2505.jpg,0,4,0,0
3319.jpg,9,23,2,0
9694.jpg,8,23,0,0
44967.jpg,8,25,3,0
55508.jpg,2,13,1,2
52003.jpg,0,13,2,2
51949.jpg,2,13,2,0
29316.jpg,1,0,2,1
23271.jpg,8,25,3,0
49704.jpg,1,13,2,0
18718.jpg,6,21,0,2
11481.jpg,3,21,0,2
25298.jpg,0,9,2,2
10715.jpg,0,21,0,2
37243.jpg,2,4,2,0
33460.jpg,7,1,2,2
4896.jpg,9,21,2,2
27046.jpg,2,9,2,2
1999.jpg,0,13,0,0
26093.jpg,1,16,2,0
45129.jpg,0,25,3,0
30837.jpg,8,12,2,2
19850.jpg,6,16,0,0
21982.jpg,4,13,3,2
7909.jpg,1,23,0,0
34425.jpg,9,23,2,0
22244.jpg,1,4,2,0
26528.jpg,0,4,2,0
21566.jpg,0,4,2,0
57745.jpg,5,13,1,2
30213.jpg,0,16,2,0
13688.jpg,7,19,0,1
32382.jpg,6,21,2,2
50957.jpg,1,11,3,2
51684.jpg,3,20,3,0
14361.jpg,0,10,3,2
16202.jpg,0,13,0,0
14108.jpg,2,13,0,0
30155.jpg,2,1,2,0
10444.jpg,1,16,0,0
45000.jpg,0,25,3,0
45091.jpg,6,2,3,2
2755.jpg,6,23,2,0
10637.jpg,0,8,3,0
43362.jpg,0,19,2,0
27624.jpg,8,17,2,0
25883.jpg,3,0,3,1
21766.jpg,2,1,0,0
19481.jpg,0,17,2,0
51476.jpg,1,11,2,0
56451.jpg,4,13,1,2
27187.jpg,2,23,2,0
15526.jpg,2,10,0,2
49769.jpg,8,13,2,2
9087.jpg,2,4,3,0
45256.jpg,0,25,3,0
26207.jpg,7,14,1,2
33552.jpg,2,16,2,0
46740.jpg,0,25,3,0
12257.jpg,7,16,3,0
19413.jpg,1,0,2,1
47587.jpg,2,6,3,2
13519.jpg,8,13,0,0
19183.jpg,0,16,0,0
52862.jpg,3,13,0,2
40691.jpg,0,8,2,0
50956.jpg,0,11,2,2
3352.jpg,9,23,2,0
53282.jpg,1,23,2,0
46392.jpg,0,23,2,0
56569.jpg,5,13,1,2
48853.jpg,4,13,2,2
33775.jpg,7,13,2,2
15264.jpg,0,4,0,2
1550.jpg,8,13,0,1
47263.jpg,8,3,2,0
37280.jpg,1,23,2,2
43457.jpg,1,13,2,2
40383.jpg,7,21,2,2
4281.jpg,0,8,2,0
6317.jpg,7,4,3,2
31049.jpg,2,16,2,0
36518.jpg,2,1,2,0
41408.jpg,7,21,2,2
56974.jpg,2,6,3,2
19084.jpg,8,12,0,2
28169.jpg,4,20,3,0
26857.jpg,0,14,1,0
38766.jpg,7,17,2,2
3340.jpg,1,13,0,0
16925.jpg,1,13,0,0
43983.jpg,1,14,1,0
34157.jpg,5,21,2,2
9790.jpg,6,23,0,2
5090.jpg,0,23,2,0
33698.jpg,0,8,3,0
2493.jpg,8,23,0,0
3142.jpg,0,23,2,0
18783.jpg,1,13,2,0
44027.jpg,1,13,1,0
39849.jpg,1,21,2,2
5483.jpg,0,19,2,0
31901.jpg,7,3,2,2
53090.jpg,4,13,3,2
49063.jpg,2,9,2,2
52897.jpg,6,13,0,2
29417.jpg,0,25,3,0
6224.jpg,0,23,2,0
18954.jpg,2,18,2,0
16248.jpg,0,7,0,2
45028.jpg,8,25,3,0
6192.jpg,8,23,2,0
30538.jpg,1,0,2,1
41074.jpg,0,13,0,0
32836.jpg,7,6,3,2
7151.jpg,0,16,0,2
33724.jpg,1,1,2,2
26083.jpg,9,16,2,0
50648.jpg,0,13,0,0
2554.jpg,8,23,2,2
42411.jpg,0,3,2,0
22225.jpg,0,23,0,2
19543.jpg,7,13,0,0
6615.jpg,9,23,2,0
39906.jpg,8,19,2,0
12975.jpg,0,19,0,0
50459.jpg,0,3,2,0
43468.jpg,7,13,2,2
49462.jpg,6,4,2,1
49876.jpg,8,25,3,2
28072.jpg,0,13,2,0
48636.jpg,4,13,2,2
26878.jpg,9,21,2,2
5705.jpg,0,4,3,0
58868.jpg,4,13,2,0
5888.jpg,0,23,2,0
38330.jpg,9,21,2,2
22236.jpg,1,4,2,0
29110.jpg,8,18,2,0
48185.jpg,2,9,3,2
29172.jpg,7,13,2,2
34636.jpg,0,4,2,0
6759.jpg,8,23,2,0
48106.jpg,8,23,2,2
31116.jpg,0,17,2,0
35427.jpg,8,19,2,2
51594.jpg,1,13,2,2
11861.jpg,2,7,0,0
7707.jpg,0,11,0,2
37896.jpg,1,18,2,1
42804.jpg,0,3,2,2
1848.jpg,0,23,2,0
38488.jpg,4,1,2,2
19787.jpg,8,23,3,0
35707.jpg,0,4,2,0
24611.jpg,2,23,0,0
21019.jpg,2,24,3,2
18176.jpg,3,13,0,0
25789.jpg,0,13,2,0
29690.jpg,0,17,2,0
9819.jpg,9,23,0,2
15812.jpg,1,3,2,0
44223.jpg,0,23,2,0
6630.jpg,8,19,2,0
42216.jpg,0,5,0,2
46765.jpg,0,14,1,0
33616.jpg,7,24,2,2
51893.jpg,7,24,2,2
9187.jpg,1,11,0,0
6637.jpg,7,4,2,2
9439.jpg,1,0,1,1
38583.jpg,0,23,2,0
41829.jpg,0,6,3,2
33695.jpg,0,8,3,0
2900.jpg,4,10,3,2
56657.jpg,7,4,2,0
5590.jpg,8,19,2,0
32816.jpg,7,7,3,2
19067.jpg,3,12,0,2
14087.jpg,1,23,0,0
45009.jpg,4,25,3,0
44564.jpg,2,15,2,0
16544.jpg,8,16,0,0
28874.jpg,1,12,2,2
18222.jpg,8,18,0,0
5184.jpg,0,23,2,0
9055.jpg,8,19,0,0
46850.jpg,1,7,0,2
27917.jpg,2,22,2,2
56008.jpg,7,13,1,2
49743.jpg,8,13,2,0
28955.jpg,8,12,2,2
41850.jpg,0,18,3,0
8209.jpg,0,23,2,0
17037.jpg,0,4,2,0
11966.jpg,9,19,1,1
16943.jpg,0,13,3,2
19794.jpg,3,23,0,0
50951.jpg,0,11,3,2
6664.jpg,0,19,2,0
8843.jpg,2,22,2,0
28228.jpg,0,13,1,0
35432.jpg,7,5,2,2
46976.jpg,0,9,2,2
47945.jpg,7,9,2,2
10280.jpg,0,6,0,2
11347.jpg,1,11,2,0
20530.jpg,2,24,3,2
41227.jpg,1,7,0,0
17215.jpg,6,20,3,2
14076.jpg,1,16,3,0
24305.jpg,8,13,0,0
18229.jpg,7,23,0,0
6381.jpg,8,19,2,0
56341.jpg,8,25,3,0
23158.jpg,0,23,0,0
56819.jpg,1,16,2,0
47197.jpg,0,15,2,0
40125.jpg,0,17,2,0
42683.jpg,8,12,2,2
8716.jpg,6,23,0,0
6590.jpg,8,23,2,0
57728.jpg,2,13,1,2
56806.jpg,2,13,2,2
17246.jpg,1,23,0,0
6416.jpg,1,4,2,1
44675.jpg,9,16,2,2
48173.jpg,5,24,3,2
38761.jpg,0,19,2,2
16083.jpg,0,20,3,2
28244.jpg,1,13,1,0
26016.jpg,2,14,1,2
26523.jpg,0,4,0,0
44649.jpg,8,21,2,2
40113.jpg,1,13,1,1
50656.jpg,1,13,3,0
39341.jpg,8,4,2,0
58636.jpg,1,18,0,0
